世帯構成,3世代世帯数,65歳以上のみ_単独世帯数,3世代世帯割合（%）(3世代世帯数/総世帯数),65歳以上のみ_単独世帯割合（%）(65歳以上のみ_単独世帯数/総世帯数)
矢掛町南山田神の脇_4541,12,4,30.76923077,10.25641026
矢掛町南山田南原，猪又_4573,12,10,19.67213115,16.39344262
矢掛町本堀上，中_4207,24,6,26.96629213,6.741573034
矢掛町本堀大井_4366,5,3,17.85714286,10.71428571
矢掛町本堀片山，石井_4274,12,2,33.33333333,5.555555556
矢掛町本堀六反_4331,21,6,37.5,10.71428571
矢掛町矢掛栄町，病院町_4141,11,9,12.64367816,10.34482759
矢掛町矢掛栄町_4137,8,3,16.32653061,6.12244898
矢掛町矢掛宮の下，東町東_4201,10,5,14.08450704,7.042253521
矢掛町矢掛金谷_4182,11,11,16.17647059,16.17647059
矢掛町矢掛胡町南，西町南_4244,4,3,14.81481481,11.11111111
矢掛町矢掛胡町北_4228,2,3,8,12
矢掛町矢掛若林西，江木_4117,7,5,15.55555556,11.11111111
矢掛町矢掛若林東，若林中_4018,11,2,25.58139535,4.651162791
矢掛町矢掛西町北_4233,0,0,0,0
矢掛町矢掛相生町_4198,3,1,12.5,4.166666667
矢掛町矢掛中町西北_4227,3,1,25,8.333333333
矢掛町矢掛中町南_4243,0,3,0,15.78947368
矢掛町矢掛中町北，上本町，金谷_4170,9,3,13.23529412,4.411764706
矢掛町矢掛田町東_4179,3,5,10,16.66666667
矢掛町矢掛東中町南東_4239,5,6,21.73913043,26.08695652
矢掛町矢掛東中町北_4229,2,3,11.11111111,16.66666667
矢掛町矢掛東町_4226,3,5,12.5,20.83333333
矢掛町矢掛東町_4237,3,3,9.090909091,9.090909091
矢掛町矢掛内神_3995,3,7,6.12244898,14.28571429
矢掛町矢掛尾崎，和田_4017,20,9,17.85714286,8.035714286
矢掛町矢掛堀_3914,16,8,14.15929204,7.079646018
矢掛町矢掛野呂_4076,4,4,9.302325581,9.302325581
矢掛町里山田下谷，三宅_4383,5,3,21.73913043,13.04347826
矢掛町里山田上谷_4421,11,5,22.91666667,10.41666667
矢掛町里山田清水谷_4347,4,3,11.76470588,8.823529412
矢掛町里山田池尻，橋本_4447,8,2,17.39130435,4.347826087
矢掛町里山田土井，畑ケ中_4261,18,8,15.78947368,7.01754386
矢掛町里山田土生_4339,11,3,25.58139535,6.976744186
里庄町大字新庄_5013,13,12,16.25,15
里庄町大字新庄_5015,12,7,16.66666667,9.722222222
里庄町大字新庄_5017,15,8,14.01869159,7.476635514
里庄町大字新庄_5021,9,9,10.34482759,10.34482759
里庄町大字新庄_5023,10,8,12.82051282,10.25641026
里庄町大字新庄_5026,6,4,20.68965517,13.79310345
里庄町大字新庄_5029,10,5,16.94915254,8.474576271
里庄町大字新庄_5035,7,5,8.235294118,5.882352941
里庄町大字新庄_5039,5,5,12.5,12.5
里庄町大字新庄_5045,26,24,8.934707904,8.24742268
里庄町大字新庄_5051,9,7,7.75862069,6.034482759
里庄町大字新庄_5053,20,14,14.81481481,10.37037037
里庄町大字新庄_5063,3,4,5.555555556,7.407407407
里庄町大字新庄グリーンクレスト_5012,11,6,8.870967742,4.838709677
里庄町大字新庄グリーンクレスト_5016,11,3,10.78431373,2.941176471
里庄町大字新庄グリーンクレスト_5030,14,7,10.60606061,5.303030303
里庄町大字浜中_5047,19,9,14.84375,7.03125
里庄町大字浜中_5073,25,16,14.04494382,8.988764045
里庄町大字浜中_5077,17,16,7.327586207,6.896551724
里庄町大字浜中_5085,7,12,7.291666667,12.5
里庄町大字里見_4837,21,9,22.10526316,9.473684211
里庄町大字里見_4849,20,10,19.60784314,9.803921569
里庄町大字里見_4874,14,13,13.33333333,12.38095238
里庄町大字里見_4888,5,4,11.62790698,9.302325581
里庄町大字里見_4896,14,8,15.38461538,8.791208791
里庄町大字里見_4898,5,6,17.85714286,21.42857143
里庄町大字里見_4903,25,16,12.13592233,7.766990291
里庄町大字里見_4946,10,5,15.87301587,7.936507937
里庄町大字里見_4947,22,19,9.166666667,7.916666667
里庄町大字里見_4948,18,13,11.46496815,8.280254777
里庄町大字里見_4967,24,14,13.71428571,8
里庄町大字里見_4976,24,12,16.66666667,8.333333333
里庄町大字里見_4981,12,14,9.302325581,10.85271318
里庄町大字里見_4997,19,12,16.66666667,10.52631579
