世帯構成,3世代世帯数,65歳以上のみ_単独世帯数,3世代世帯割合（%）(3世代世帯数/総世帯数),65歳以上のみ_単独世帯割合（%）(65歳以上のみ_単独世帯数/総世帯数)
浅口市六条院中_4934,8,5,10.81081081,6.756756757
浅口市六条院中_4936,12,6,19.35483871,9.677419355
浅口市六条院中_4939,7,7,13.46153846,13.46153846
浅口市六条院中_4949,19,13,11.24260355,7.692307692
浅口市六条院中_4957,11,10,16.66666667,15.15151515
浅口市六条院中_4966,4,2,10,5
浅口市六条院中_4982,5,5,9.433962264,9.433962264
浅口市六条院中_4983,8,9,16.66666667,18.75
浅口市六条院中_4991,4,2,26.66666667,13.33333333
浅口市六条院中_5003,0,2,0,20
浅口市六条院中_5007,8,4,18.60465116,9.302325581
浅口市六条院東_4857,9,7,12.5,9.722222222
浅口市六条院東_4861,8,2,33.33333333,8.333333333
浅口市六条院東_4871,7,4,16.66666667,9.523809524
浅口市六条院東_4876,6,9,6.382978723,9.574468085
浅口市六条院東_4895,21,11,17.07317073,8.943089431
浅口市六条院東_4911,8,5,7.142857143,4.464285714
浅口市六条院東_4929,1,0,10,0
浅口市六条院東_4935,0,1,0,33.33333333
浅口市六条院東_4974,18,8,22.78481013,10.12658228
浅口市六条院東_5018,9,6,17.64705882,11.76470588
倉敷市阿知１丁目_4465,8,28,4.519774011,15.81920904
倉敷市阿知２丁目_4492,10,31,5.208333333,16.14583333
倉敷市阿知３丁目_4510,6,40,2.739726027,18.26484018
倉敷市安江_4521,59,88,4.79285134,7.148659626
倉敷市稲荷町_4546,12,65,3.157894737,17.10526316
倉敷市羽島_4485,64,125,5.075337034,9.912767645
倉敷市浦田_4663,13,11,9.285714286,7.857142857
倉敷市沖_4575,28,30,5.293005671,5.671077505
倉敷市沖_4627,5,7,5.154639175,7.216494845
倉敷市沖新町_4599,29,28,5.215827338,5.035971223
倉敷市下庄_3957,46,32,7.491856678,5.211726384
倉敷市下津井_5186,3,2,21.42857143,14.28571429
倉敷市下津井_5286,5,4,11.62790698,9.302325581
倉敷市下津井１丁目_5301,20,35,9.259259259,16.2037037
倉敷市下津井２丁目_5295,18,21,11.76470588,13.7254902
倉敷市下津井３丁目_5291,12,7,7.947019868,4.635761589
倉敷市下津井４丁目_5300,12,16,8.759124088,11.67883212
倉敷市下津井５丁目_5289,21,11,23.07692308,12.08791209
倉敷市下津井吹上_5287,2,6,5,15
倉敷市下津井吹上１丁目_5296,16,18,10.95890411,12.32876712
倉敷市下津井吹上２丁目_5293,18,26,8.866995074,12.80788177
倉敷市下津井田之浦_5292,0,0,0,0
倉敷市下津井田之浦_5304,0,3,0,15.78947368
倉敷市下津井田之浦１丁目_5302,12,25,6.818181818,14.20454545
倉敷市下津井田之浦２丁目_5294,15,23,10.06711409,15.43624161
倉敷市加須山_4556,61,66,8.739255014,9.455587393
倉敷市亀山_4566,47,49,8.362989324,8.71886121
倉敷市亀島１丁目_4835,37,40,8.096280088,8.75273523
倉敷市亀島２丁目_4807,20,41,4.975124378,10.19900498
倉敷市吉岡_4652,38,24,6.773618538,4.278074866
倉敷市宮前_4351,61,97,5.98626104,9.519136408
倉敷市玉島_4702,79,67,6.775300172,5.746140652
倉敷市玉島１丁目_4774,19,37,5.428571429,10.57142857
倉敷市玉島２丁目_4798,31,49,8.310991957,13.13672922
倉敷市玉島３丁目_4816,31,43,10,13.87096774
倉敷市玉島３丁目_4826,3,3,11.53846154,11.53846154
倉敷市玉島阿賀崎_4743,80,58,11.44492132,8.297567954
倉敷市玉島阿賀崎１丁目_4728,19,19,9.405940594,9.405940594
倉敷市玉島阿賀崎２丁目_4745,16,17,9.039548023,9.604519774
倉敷市玉島阿賀崎３丁目_4741,10,15,4.926108374,7.389162562
倉敷市玉島阿賀崎４丁目_4737,13,12,6.074766355,5.607476636
倉敷市玉島阿賀崎５丁目_4729,12,17,6.12244898,8.673469388
倉敷市玉島乙島_4720,256,244,9.899458623,9.4354215
倉敷市玉島乙島_4873,132,141,7.927927928,8.468468468
倉敷市玉島黒崎_4851,259,213,16.16729089,13.29588015
倉敷市玉島黒崎新町_4996,14,7,11.96581197,5.982905983
倉敷市玉島上成_4668,143,94,9.903047091,6.509695291
倉敷市玉島中央町１丁目_4781,14,24,8.75,15
倉敷市玉島中央町２丁目_4775,12,16,9.022556391,12.03007519
倉敷市玉島中央町３丁目_4793,13,23,9.558823529,16.91176471
倉敷市玉島長尾_4597,168,139,7.84680056,6.492293321
倉敷市玉島爪崎_4660,70,66,5.376344086,5.069124424
倉敷市玉島陶_4422,85,39,19.76744186,9.069767442
倉敷市玉島道越_4693,66,37,13.2,7.4
倉敷市玉島道口_4558,116,66,16.69064748,9.496402878
倉敷市玉島柏台１丁目_4868,7,10,4.575163399,6.535947712
倉敷市玉島柏台２丁目_4882,7,7,5.185185185,5.185185185
倉敷市玉島柏台３丁目_4887,16,15,8.839779006,8.287292818
倉敷市玉島柏台４丁目_4900,10,8,10.98901099,8.791208791
倉敷市玉島柏台５丁目_4918,18,9,11.11111111,5.555555556
倉敷市玉島柏島_4803,235,258,10.32059728,11.33069829
倉敷市玉島八島_4637,163,137,9.303652968,7.819634703
倉敷市玉島富_4611,24,13,23.30097087,12.62135922
倉敷市玉島服部_4372,14,8,20.28985507,11.5942029
倉敷市玉島勇崎_4850,126,103,12.87027579,10.52093973
倉敷市串田_4735,24,22,10.85972851,9.954751131
倉敷市栗坂_4085,32,19,14.34977578,8.520179372
倉敷市呼松１丁目_4987,11,16,10.09174312,14.67889908
倉敷市呼松２丁目_5022,14,28,10.52631579,21.05263158
倉敷市呼松３丁目_5032,13,26,11.11111111,22.22222222
倉敷市呼松町_4984,2,3,22.22222222,33.33333333
倉敷市菰池_5284,1,1,100,100
倉敷市菰池１丁目_5280,8,19,5.797101449,13.76811594
倉敷市菰池２丁目_5277,39,30,11.30434783,8.695652174
倉敷市菰池３丁目_5270,35,33,10.05747126,9.482758621
倉敷市五日市_4470,61,40,12.95116773,8.492569002
倉敷市向山_4554,5,14,4.95049505,13.86138614
倉敷市幸町_4430,19,69,2.653631285,9.636871508
倉敷市広江１丁目_4965,25,18,8.992805755,6.474820144
倉敷市広江２丁目_4925,21,17,7.608695652,6.15942029
倉敷市広江３丁目_4928,5,2,1.612903226,0.64516129
倉敷市広江４丁目_4902,0,1,0,10
倉敷市広江５丁目_4938,15,8,9.433962264,5.031446541
倉敷市広江６丁目_4959,22,21,8.301886792,7.924528302
倉敷市広江７丁目_4941,43,29,6.935483871,4.677419355
倉敷市広江８丁目_4909,11,6,5.445544554,2.97029703
倉敷市高須賀_4569,36,14,13.43283582,5.223880597
倉敷市黒崎_4397,39,52,8.724832215,11.63310962
倉敷市黒石_4666,15,4,13.04347826,3.47826087
倉敷市笹沖_4613,110,125,4.33582972,4.927079227
倉敷市三田_4024,25,15,6.684491979,4.010695187
倉敷市山地_3670,56,36,10.54613936,6.779661017
倉敷市四十瀬_4563,66,59,5.789473684,5.175438596
倉敷市児島阿津１丁目_5274,20,31,7.352941176,11.39705882
倉敷市児島阿津２丁目_5282,9,15,5.590062112,9.316770186
倉敷市児島阿津３丁目_5281,7,12,6.930693069,11.88118812
倉敷市児島宇野津_5024,31,7,24.21875,5.46875
倉敷市児島駅前１丁目_5251,11,8,11.95652174,8.695652174
倉敷市児島駅前２丁目_5248,16,21,8.648648649,11.35135135
倉敷市児島駅前３丁目_5253,1,1,10,10
倉敷市児島駅前４丁目_5265,11,13,4.977375566,5.882352941
倉敷市児島塩生_5118,85,57,9.803921569,6.574394464
倉敷市児島下の町_5138,1,0,25,0
倉敷市児島下の町１０丁目_5211,54,60,8.737864078,9.708737864
倉敷市児島下の町１丁目_5223,15,26,7.5,13
倉敷市児島下の町２丁目_5212,49,57,8.703374778,10.12433393
倉敷市児島下の町３丁目_5203,34,28,10.52631579,8.66873065
倉敷市児島下の町４丁目_5171,78,46,11.11111111,6.552706553
倉敷市児島下の町５丁目_5179,22,21,8.835341365,8.43373494
倉敷市児島下の町６丁目_5152,41,33,11.88405797,9.565217391
倉敷市児島下の町７丁目_5185,18,28,9.42408377,14.65968586
倉敷市児島下の町８丁目_5160,15,25,9.554140127,15.92356688
倉敷市児島下の町９丁目_5209,44,42,9.462365591,9.032258065
倉敷市児島元浜町_5273,18,38,4,8.444444444
倉敷市児島小川１０丁目_5146,30,67,5.586592179,12.47672253
倉敷市児島小川１丁目_5238,7,4,7,4
倉敷市児島小川２丁目_5228,11,11,8.088235294,8.088235294
倉敷市児島小川３丁目_5230,8,12,5.263157895,7.894736842
倉敷市児島小川４丁目_5207,48,59,7.272727273,8.939393939
倉敷市児島小川５丁目_5202,12,14,8.759124088,10.2189781
倉敷市児島小川６丁目_5192,16,18,10.06289308,11.32075472
倉敷市児島小川７丁目_5174,22,29,10.3286385,13.61502347
倉敷市児島小川８丁目_5147,29,21,11.64658635,8.43373494
倉敷市児島小川９丁目_5130,62,42,9.323308271,6.315789474
倉敷市児島小川町_5150,25,43,7.86163522,13.52201258
倉敷市児島小川町_5247,16,14,7.881773399,6.896551724
倉敷市児島上の町_5056,6,1,20.68965517,3.448275862
倉敷市児島上の町１丁目_5149,56,40,12.90322581,9.216589862
倉敷市児島上の町２丁目_5117,43,33,14.14473684,10.85526316
倉敷市児島上の町３丁目_5113,30,25,13.82488479,11.52073733
倉敷市児島上の町４丁目_5133,36,29,10.46511628,8.430232558
倉敷市児島赤崎_5285,1,0,10,0
倉敷市児島赤崎１丁目_5266,23,37,7.301587302,11.74603175
倉敷市児島赤崎２丁目_5279,24,25,10.48034934,10.91703057
倉敷市児島赤崎３丁目_5271,17,30,6.640625,11.71875
倉敷市児島赤崎４丁目_5255,26,31,9.558823529,11.39705882
倉敷市児島通生_5246,66,46,13.38742394,9.330628803
倉敷市児島田の口_5101,11,9,10.67961165,8.737864078
倉敷市児島田の口_5210,4,13,5.555555556,18.05555556
倉敷市児島田の口_5226,5,8,15.625,25
倉敷市児島田の口１丁目_5194,11,13,7.692307692,9.090909091
倉敷市児島田の口２丁目_5197,30,29,10.16949153,9.830508475
倉敷市児島田の口３丁目_5205,24,21,10.71428571,9.375
倉敷市児島田の口４丁目_5189,39,57,10.54054054,15.40540541
倉敷市児島田の口５丁目_5208,27,29,10.46511628,11.24031008
倉敷市児島田の口６丁目_5231,19,26,7.364341085,10.07751938
倉敷市児島田の口７丁目_5213,28,29,8.510638298,8.814589666
倉敷市児島唐琴１丁目_5229,20,18,15.50387597,13.95348837
倉敷市児島唐琴２丁目_5224,11,18,8.8,14.4
倉敷市児島唐琴３丁目_5233,32,31,13.33333333,12.91666667
倉敷市児島唐琴４丁目_5243,30,35,13.04347826,15.2173913
倉敷市児島唐琴町_5195,0,1,0,25
倉敷市児島白尾_5087,13,7,17.80821918,9.589041096
倉敷市児島稗田町_5006,182,148,9.342915811,7.597535934
倉敷市児島味野_5232,2,3,10,15
倉敷市児島味野_5259,0,4,0,7.692307692
倉敷市児島味野１丁目_5216,12,16,10.25641026,13.67521368
倉敷市児島味野２丁目_5237,10,25,5.464480874,13.66120219
倉敷市児島味野３丁目_5249,13,19,7.558139535,11.04651163
倉敷市児島味野４丁目_5252,22,27,10.09174312,12.3853211
倉敷市児島味野５丁目_5235,22,30,9.777777778,13.33333333
倉敷市児島味野６丁目_5234,24,33,11.94029851,16.41791045
倉敷市児島味野山田町_5221,1,2,3.846153846,7.692307692
倉敷市児島味野上１丁目_5204,6,13,6.818181818,14.77272727
倉敷市児島味野上２丁目_5184,13,12,11.9266055,11.00917431
倉敷市児島味野城１丁目_5217,10,16,9.803921569,15.68627451
倉敷市児島味野城２丁目_5227,24,31,10.08403361,13.02521008
倉敷市児島味野城山_5193,2,3,16.66666667,25
倉敷市児島柳田町_5078,168,129,11.17021277,8.57712766
倉敷市児島由加_4979,20,13,22.72727273,14.77272727
倉敷市酒津_4142,106,121,8.128834356,9.279141104
倉敷市寿町_4452,16,33,5.94795539,12.26765799
倉敷市庄新町_3582,65,41,8.563899868,5.401844532
倉敷市昭和１丁目_4444,13,34,3.869047619,10.11904762
倉敷市昭和２丁目_4460,10,19,5,9.5
倉敷市松江１丁目_4971,4,9,5.128205128,11.53846154
倉敷市松江２丁目_4993,4,7,6.25,10.9375
倉敷市松江３丁目_5008,9,5,14.0625,7.8125
倉敷市松江４丁目_4975,8,6,10.52631579,7.894736842
倉敷市松島_4077,58,93,3.190319032,5.115511551
倉敷市上東_3771,103,88,6.315144083,5.395462906
倉敷市上富井_4598,77,69,5.303030303,4.752066116
倉敷市新倉敷駅前１丁目_4678,8,21,3.333333333,8.75
倉敷市新倉敷駅前２丁目_4665,0,6,0,7.228915663
倉敷市新倉敷駅前３丁目_4670,12,6,6.153846154,3.076923077
倉敷市新倉敷駅前４丁目_4686,8,6,4.733727811,3.550295858
倉敷市新倉敷駅前５丁目_4687,11,8,3.125,2.272727273
倉敷市新田_4586,114,112,6.674473068,6.557377049
倉敷市真備町岡田桜西_3763,6,2,23.07692308,7.692307692
倉敷市真備町岡田桜東_3719,3,0,20,0
倉敷市真備町岡田山之谷_3685,11,0,28.20512821,0
倉敷市真備町岡田山之谷東下_3703,3,0,27.27272727,0
倉敷市真備町岡田上町_3887,12,11,11.32075472,10.37735849
倉敷市真備町岡田新森_3807,2,0,16.66666667,0
倉敷市真備町岡田新町_3953,11,5,14.66666667,6.666666667
倉敷市真備町岡田新町南_3939,10,3,14.70588235,4.411764706
倉敷市真備町岡田西之床_3915,5,1,7.462686567,1.492537313
倉敷市真備町岡田大池新田_3902,6,0,15.38461538,0
倉敷市真備町岡田大池東_3898,8,5,16,10
倉敷市真備町岡田内沼_3892,4,2,6.349206349,3.174603175
倉敷市真備町岡田馬場_3852,6,3,12,6
倉敷市真備町下二万外和崎_4234,8,2,38.0952381,9.523809524
倉敷市真備町下二万山崎_4242,4,1,30.76923077,7.692307692
倉敷市真備町下二万松尾_4217,7,2,43.75,12.5
倉敷市真備町下二万勢亡_4307,2,0,15.38461538,0
倉敷市真備町下二万西谷_4197,7,1,22.58064516,3.225806452
倉敷市真備町下二万端_4186,10,6,26.31578947,15.78947368
倉敷市真備町下二万坪田_4163,11,5,18.33333333,8.333333333
倉敷市真備町下二万内出_4230,3,0,27.27272727,0
倉敷市真備町下二万南_4256,5,2,45.45454545,18.18181818
倉敷市真備町市場下田口_3832,9,2,20.93023256,4.651162791
倉敷市真備町市場下田中_3889,10,2,15.625,3.125
倉敷市真備町市場見瀬_3692,8,2,20.51282051,5.128205128
倉敷市真備町市場嵯峨野_3676,12,3,14.11764706,3.529411765
倉敷市真備町市場砂走_3649,16,3,22.53521127,4.225352113
倉敷市真備町市場四十二_3675,4,2,14.28571429,7.142857143
倉敷市真備町市場狩砂_3880,10,2,17.85714286,3.571428571
倉敷市真備町市場上田口_3846,3,0,23.07692308,0
倉敷市真備町市場上田中_3848,2,0,16.66666667,0
倉敷市真備町市場中筋_3817,5,3,15.625,9.375
倉敷市真備町市場平山南_3847,4,1,13.79310345,3.448275862
倉敷市真備町市場平山北_3830,2,1,3.703703704,1.851851852
倉敷市真備町市場別所_3578,8,2,18.60465116,4.651162791
倉敷市真備町上二万花会谷_4442,8,2,21.05263158,5.263157895
倉敷市真備町上二万萱原_4311,6,3,24,12
倉敷市真備町上二万金山_4395,3,1,21.42857143,7.142857143
倉敷市真備町上二万若葉台第１０区_4506,5,2,13.15789474,5.263157895
倉敷市真備町上二万若葉台第１１区_4490,2,1,10,5
倉敷市真備町上二万若葉台第１区_4478,2,3,8.695652174,13.04347826
倉敷市真備町上二万若葉台第２区_4473,4,2,12.5,6.25
倉敷市真備町上二万若葉台第３区_4487,4,6,8.695652174,13.04347826
倉敷市真備町上二万若葉台第４区_4488,2,2,6.896551724,6.896551724
倉敷市真備町上二万若葉台第５区_4468,5,2,17.85714286,7.142857143
倉敷市真備町上二万若葉台第６区_4505,1,3,2.857142857,8.571428571
倉敷市真備町上二万若葉台第７区_4498,3,0,6.818181818,0
倉敷市真備町上二万若葉台第８区_4481,3,1,8.823529412,2.941176471
倉敷市真備町上二万若葉台第９区_4511,7,4,17.5,10
倉敷市真備町上二万庄_4377,5,0,25,0
倉敷市真備町上二万勢亡_4281,5,1,15.15151515,3.03030303
倉敷市真備町上二万大上_4474,7,2,25.92592593,7.407407407
倉敷市真備町上二万大前_4457,5,2,26.31578947,10.52631579
倉敷市真備町上二万茶仁古_4513,1,0,6.666666667,0
倉敷市真備町上二万中村_4411,15,2,37.5,5
倉敷市真備町上二万木村_4392,7,3,15.2173913,6.52173913
倉敷市真備町川辺横町下_4025,7,3,12.5,5.357142857
倉敷市真備町川辺横町上_4010,4,1,13.33333333,3.333333333
倉敷市真備町川辺外神楽_3986,11,7,9.090909091,5.785123967
倉敷市真備町川辺宮の西_3970,3,4,9.677419355,12.90322581
倉敷市真備町川辺宮の前_3988,1,3,2.222222222,6.666666667
倉敷市真備町川辺古宮_4030,6,3,8.695652174,4.347826087
倉敷市真備町川辺糸田_4053,16,2,17.39130435,2.173913043
倉敷市真備町川辺新田第１_4050,9,4,8.411214953,3.738317757
倉敷市真備町川辺新田第２_4039,9,6,8.737864078,5.825242718
倉敷市真備町川辺新田中_4078,11,1,12.79069767,1.162790698
倉敷市真備町川辺新田東_3931,7,5,9.589041096,6.849315068
倉敷市真備町川辺新田東北_4055,2,0,13.33333333,0
倉敷市真備町川辺新田南_4112,3,1,10.34482759,3.448275862
倉敷市真備町川辺西町東_4000,1,1,7.692307692,7.692307692
倉敷市真備町川辺前場_4015,11,2,14.28571429,2.597402597
倉敷市真備町川辺中曽_4051,5,3,5.952380952,3.571428571
倉敷市真備町川辺中町_4004,1,3,3.846153846,11.53846154
倉敷市真備町川辺辻尾_4008,3,1,18.75,6.25
倉敷市真備町川辺東町_3933,14,11,11.57024793,9.090909091
倉敷市真備町川辺東町中_4002,0,0,0,0
倉敷市真備町川辺美濃町_4009,4,5,7.142857143,8.928571429
倉敷市真備町川辺門田_3956,9,3,19.14893617,6.382978723
倉敷市真備町川辺門田西_3973,2,0,13.33333333,0
倉敷市真備町箭田ひばり_4212,1,0,5.555555556,0
倉敷市真備町箭田旭町_4129,4,5,5.970149254,7.462686567
倉敷市真備町箭田旭町２区_4110,6,4,18.18181818,12.12121212
倉敷市真備町箭田旭町３区_4120,1,1,20,20
倉敷市真備町箭田旭町南_4111,7,6,12.72727273,10.90909091
倉敷市真備町箭田旭町北_4096,3,1,8.823529412,2.941176471
倉敷市真備町箭田井領_4219,6,1,28.57142857,4.761904762
倉敷市真備町箭田栄町_4155,11,7,11.2244898,7.142857143
倉敷市真備町箭田遠田_4298,3,1,33.33333333,11.11111111
倉敷市真備町箭田王子_4038,5,4,13.15789474,10.52631579
倉敷市真備町箭田境_3980,16,4,25.80645161,6.451612903
倉敷市真備町箭田桑の市_4140,1,0,33.33333333,0
倉敷市真備町箭田元田_4169,4,5,9.523809524,11.9047619
倉敷市真備町箭田古森_4224,3,4,10.71428571,14.28571429
倉敷市真備町箭田後田_4209,9,6,16.98113208,11.32075472
倉敷市真備町箭田所生_4293,4,0,28.57142857,0
倉敷市真備町箭田小林_4174,3,6,16.66666667,33.33333333
倉敷市真備町箭田松尾_4291,3,1,37.5,12.5
倉敷市真備町箭田大曲_4101,12,5,12.90322581,5.376344086
倉敷市真備町箭田中学北_4150,3,2,6.666666667,4.444444444
倉敷市真備町箭田中学北第３_4154,8,4,26.66666667,13.33333333
倉敷市真備町箭田中須賀_4138,5,5,9.259259259,9.259259259
倉敷市真備町箭田中須賀東_4132,6,3,12.76595745,6.382978723
倉敷市真備町箭田昼田_3997,1,0,20,0
倉敷市真備町箭田坪田後_4151,9,5,10.34482759,5.747126437
倉敷市真備町箭田田中_4162,11,6,14.86486486,8.108108108
倉敷市真備町箭田土師谷下_4149,6,4,23.07692308,15.38461538
倉敷市真備町箭田土師谷中_4105,9,6,11.11111111,7.407407407
倉敷市真備町箭田土師谷東下_4146,3,3,13.63636364,13.63636364
倉敷市真備町箭田土師谷東上_4100,10,6,18.86792453,11.32075472
倉敷市真備町箭田土手西_4180,3,3,9.090909091,9.090909091
倉敷市真備町箭田土手東_4167,4,4,8.888888889,8.888888889
倉敷市真備町箭田内場_4165,6,4,9.836065574,6.557377049
倉敷市真備町箭田鍋屋_4214,8,1,27.5862069,3.448275862
倉敷市真備町箭田半田_4092,9,3,20.45454545,6.818181818
倉敷市真備町箭田半田東_3952,4,1,26.66666667,6.666666667
倉敷市真備町箭田反古_4399,3,3,33.33333333,33.33333333
倉敷市真備町箭田福原_4278,11,3,33.33333333,9.090909091
倉敷市真備町箭田平田_4191,3,5,7.317073171,12.19512195
倉敷市真備町箭田矢砂_3944,15,4,27.77777778,7.407407407
倉敷市真備町辻田蒲池_3912,6,6,12.5,12.5
倉敷市真備町辻田旧森_3894,6,2,35.29411765,11.76470588
倉敷市真備町辻田古屋敷_3883,12,3,16.90140845,4.225352113
倉敷市真備町辻田五反田西_3825,0,0,0,0
倉敷市真備町辻田向畑_3874,4,1,8.333333333,2.083333333
倉敷市真備町辻田高下田_3987,0,1,0,5.882352941
倉敷市真備町辻田市川_3840,4,4,21.05263158,21.05263158
倉敷市真備町辻田森_3947,4,4,5.405405405,5.405405405
倉敷市真備町辻田西之床_3905,8,5,8.163265306,5.102040816
倉敷市真備町辻田西之谷_3718,4,0,20,0
倉敷市真備町辻田谷_3738,6,3,11.53846154,5.769230769
倉敷市真備町辻田池田_3693,5,5,15.625,15.625
倉敷市真備町辻田中縄手_3801,11,4,11.11111111,4.04040404
倉敷市真備町辻田堂応寺_3784,7,1,35,5
倉敷市真備町辻田北沼_3842,10,5,16.66666667,8.333333333
倉敷市真備町尾崎角_4181,7,6,12.28070175,10.52631579
倉敷市真備町尾崎原田_4213,12,10,11.88118812,9.900990099
倉敷市真備町尾崎黒宮_4221,12,1,16.66666667,1.388888889
倉敷市真備町尾崎坂根_4074,3,3,9.090909091,9.090909091
倉敷市真備町尾崎瀬戸_4109,4,3,12.12121212,9.090909091
倉敷市真備町尾崎西開_4036,11,4,19.64285714,7.142857143
倉敷市真備町尾崎石田_4119,9,5,16.07142857,8.928571429
倉敷市真備町尾崎東谷_4121,5,3,13.51351351,8.108108108
倉敷市真備町服部遠田_4297,1,1,11.11111111,11.11111111
倉敷市真備町服部沖_4268,3,4,9.375,12.5
倉敷市真備町服部関屋_4323,5,3,26.31578947,15.78947368
倉敷市真備町服部久能_4338,5,3,19.23076923,11.53846154
倉敷市真備町服部金谷_4317,5,0,19.23076923,0
倉敷市真備町服部山手_4314,0,2,0,33.33333333
倉敷市真備町服部新田_4272,8,4,23.52941176,11.76470588
倉敷市真備町服部滝岩_4380,1,0,25,0
倉敷市真備町服部谷本_4359,6,1,18.18181818,3.03030303
倉敷市真備町服部八高_4287,4,2,16,8
倉敷市真備町妹井ノ口_4279,13,5,24.52830189,9.433962264
倉敷市真備町妹猿掛_4325,3,2,21.42857143,14.28571429
倉敷市真備町妹大武_3936,16,4,20.77922078,5.194805195
倉敷市真備町妹池ノ上_3924,22,4,26.19047619,4.761904762
倉敷市真備町妹池田_4040,11,3,21.56862745,5.882352941
倉敷市真備町妹妹山_4240,3,4,14.28571429,19.04761905
倉敷市真備町有井下有井_4042,9,4,9.278350515,4.12371134
倉敷市真備町有井丸山_4143,10,1,50,5
倉敷市真備町有井黒ケ鼻_4058,9,1,12.5,1.388888889
倉敷市真備町有井小山_4011,16,4,25,6.25
倉敷市真備町有井上有井_3982,16,6,20,7.5
倉敷市真備町有井諏訪_4043,5,3,7.462686567,4.47761194
倉敷市真備町有井石ケ坪_4031,1,1,5.882352941,5.882352941
倉敷市真備町有井浅野東_3969,13,7,14.44444444,7.777777778
倉敷市真備町有井大日_4052,9,2,18.36734694,4.081632653
倉敷市真備町有井片田_4021,8,5,10.12658228,6.329113924
倉敷市真備町有井防田_4088,3,1,20,6.666666667
倉敷市真備町有井和田_3984,10,4,15.87301587,6.349206349
倉敷市神田１丁目_4844,19,27,3.429602888,4.873646209
倉敷市神田２丁目_4812,25,30,5.605381166,6.726457399
倉敷市神田３丁目_4799,15,32,3.355704698,7.158836689
倉敷市神田４丁目_4791,14,12,8.333333333,7.142857143
倉敷市水江_4330,172,110,9.090909091,5.813953488
倉敷市水島高砂町_4889,3,11,2.189781022,8.02919708
倉敷市水島西栄町_4829,10,21,4.694835681,9.85915493
倉敷市水島西寿町_4770,6,14,7.228915663,16.86746988
倉敷市水島西常盤町_4859,5,11,4.587155963,10.09174312
倉敷市水島西千鳥町_4897,6,20,3.571428571,11.9047619
倉敷市水島西通１丁目_4930,2,0,6.25,0
倉敷市水島西弥生町_4796,13,36,5.284552846,14.63414634
倉敷市水島青葉町_4853,7,16,6.542056075,14.95327103
倉敷市水島川崎通_4792,15,16,11.27819549,12.03007519
倉敷市水島相生町_4736,23,29,8.156028369,10.28368794
倉敷市水島中通１丁目_4931,0,1,0,20
倉敷市水島東栄町_4833,8,17,6.451612903,13.70967742
倉敷市水島東寿町_4771,5,13,6.25,16.25
倉敷市水島東常盤町_4863,9,25,4.712041885,13.08900524
倉敷市水島東千鳥町_4904,7,19,5.185185185,14.07407407
倉敷市水島東川町_4746,9,16,5.806451613,10.32258065
倉敷市水島東弥生町_4801,15,33,7.614213198,16.75126904
倉敷市水島南亀島町_4914,20,27,6.779661017,9.152542373
倉敷市水島南幸町_4836,10,23,4.587155963,10.55045872
倉敷市水島南春日町_4808,11,28,7.006369427,17.8343949
倉敷市水島南瑞穂町_4785,10,23,6.369426752,14.64968153
倉敷市水島南緑町_4772,9,24,4.918032787,13.1147541
倉敷市水島福崎町_4940,1,4,3.03030303,12.12121212
倉敷市水島北亀島町_4884,7,25,3.349282297,11.96172249
倉敷市水島北幸町_4823,1,11,0.952380952,10.47619048
倉敷市水島北春日町_4788,8,23,4.571428571,13.14285714
倉敷市水島北瑞穂町_4759,6,17,4.285714286,12.14285714
倉敷市水島北緑町_4761,10,16,6.711409396,10.73825503
倉敷市水島明神町_4875,8,6,5.517241379,4.137931034
倉敷市生坂_3961,94,43,13.00138313,5.947441217
倉敷市西阿知町_4494,204,169,8.747855918,7.246998285
倉敷市西阿知町新田_4633,49,40,7.765451664,6.339144216
倉敷市西阿知町西原_4520,131,92,8.821548822,6.195286195
倉敷市西岡_4247,49,61,6.777316736,8.437067773
倉敷市西坂_3968,85,62,9.792626728,7.142857143
倉敷市西中新田_4601,68,93,5.00736377,6.848306333
倉敷市西田_4527,45,18,12.78409091,5.113636364
倉敷市西尾_3709,18,8,13.33333333,5.925925926
倉敷市西富井_4634,54,79,3.868194842,5.659025788
倉敷市青江_4344,19,39,4.068522484,8.35117773
倉敷市石見町_4500,9,22,3.829787234,9.361702128
倉敷市川西町_4516,18,47,6.40569395,16.72597865
倉敷市川入_4393,56,90,5.090909091,8.181818182
倉敷市浅原_3963,26,20,14.94252874,11.49425287
倉敷市船倉町_4559,8,27,7.142857143,24.10714286
倉敷市船穂町水江堅盤谷_4449,13,6,22.80701754,10.52631579
倉敷市船穂町水江又串_4508,35,20,23.97260274,13.69863014
倉敷市船穂町船穂_4605,0,0,0,0
倉敷市船穂町船穂沖_4615,5,7,7.692307692,10.76923077
倉敷市船穂町船穂下鳥向_4604,20,6,20.2020202,6.060606061
倉敷市船穂町船穂橋本_4574,7,8,10.29411765,11.76470588
倉敷市船穂町船穂鶏尾_4555,29,7,25.89285714,6.25
倉敷市船穂町船穂元組，外開_4587,13,8,15.11627907,9.302325581
倉敷市船穂町船穂元組_4593,20,7,13.07189542,4.575163399
倉敷市船穂町船穂市場_4560,11,5,23.91304348,10.86956522
倉敷市船穂町船穂上鳥向，元組_4610,17,4,15.17857143,3.571428571
倉敷市船穂町船穂西之谷_4538,17,8,19.1011236,8.988764045
